Data Source,ID,Post link,List date,Sold date,Days until sold,Price,Address,Status,Area,Bedrooms,Bathrooms,Latitude,Longitude
https://www.realtor.com/,3247649741,https://www.realtor.com/realestateandhomes-detail/12248-Benton-St_Jamaica_NY_11413_M32476-49741,2024-06-14,Not sold yet,Not sold yet,619000,"122-48 Benton St, Jamaica, NY 11413",FOR_SALE,,4,3,40.683157,-73.756551
https://www.realtor.com/,3133025511,https://www.realtor.com/realestateandhomes-detail/4225-Ely-Ave_Bronx_NY_10466_M31330-25511,2024-05-22,Not sold yet,Not sold yet,749500,"4225 Ely Ave, Bronx, NY 10466",FOR_SALE,,7,5,40.895414,-73.847775
https://www.realtor.com/,3288141983,https://www.realtor.com/realestateandhomes-detail/13130-226th-St_Springfield-Gardens_NY_11413_M32881-41983,2024-07-02,Not sold yet,Not sold yet,649990,"131-30 226th St, Laurelton, NY 11413",FOR_SALE,1410.0,3,1.5,40.679989,-73.742723
https://www.realtor.com/,3421657725,https://www.realtor.com/realestateandhomes-detail/24311-130th-Rd_Rosedale_NY_11422_M34216-57725,2024-03-01,Not sold yet,Not sold yet,699000,"243-11 130th Rd, Rosedale, NY 11422",FOR_SALE,,3,2,40.67768,-73.727866
https://www.realtor.com/,9880984710,https://www.realtor.com/realestateandhomes-detail/93-Monahan-Ave_Staten-Island_NY_10314_M98809-84710,2024-01-17,Not sold yet,Not sold yet,829093,"93 Monahan Ave, Staten Island, NY 10314",FOR_SALE,2122.0,3,3.5,40.588813,-74.149633
https://www.realtor.com/,9131312962,https://www.realtor.com/realestateandhomes-detail/89-Monahan-Ave_Staten-Island_NY_10314_M91313-12962,2024-01-17,Not sold yet,Not sold yet,819089,"89 Monahan Ave, Staten Island, NY 10314",FOR_SALE,2112.0,3,3.5,40.588769,-74.149554
https://www.realtor.com/,4939110456,https://www.realtor.com/realestateandhomes-detail/17-E-6th-Rd_Far-Rockaway_NY_11693_M49391-10456,2024-06-28,Not sold yet,Not sold yet,599000,"17 E 6th Rd, Broad Channel, NY 11693",FOR_SALE,,4,1.5,40.609433,-73.818036
https://www.realtor.com/,3492956767,https://www.realtor.com/realestateandhomes-detail/51-Brighton-1st-Pl_Brooklyn_NY_11235_M34929-56767,2024-05-02,Not sold yet,Not sold yet,599000,"51 Brighton 1st Pl, Brooklyn, NY 11235",FOR_SALE,1716.0,3,2,40.577846,-73.966241
https://www.realtor.com/,4854082171,https://www.realtor.com/realestateandhomes-detail/83-Meisner-Ave_Staten-Island_NY_10306_M48540-82171,2024-05-15,Not sold yet,Not sold yet,1599000,"83 Meisner Ave, Staten Island, NY 10306",FOR_SALE,3255.0,4,3.5+,40.580933,-74.131868
https://www.realtor.com/,3837408655,https://www.realtor.com/realestateandhomes-detail/10111-70th-Ave_Forest-Hills_NY_11375_M38374-08655,2024-02-02,Not sold yet,Not sold yet,2690000,"101-11 70 Ave, Forest Hills, NY 11375",FOR_SALE,3705.0,5,4,40.718389,-73.848905
https://www.realtor.com/,3683384233,https://www.realtor.com/realestateandhomes-detail/11-Osprey-Ct_Staten-Island_NY_10308_M36833-84233,2024-01-25,Not sold yet,Not sold yet,2500000,"11 Osprey Ct, Staten Island, NY 10308",FOR_SALE,4768.0,4,2.5,40.546412,-74.136959
https://www.realtor.com/,4227279168,https://www.realtor.com/realestateandhomes-detail/19505-Keno-Ave_Hollis_NY_11423_M42272-79168,2024-06-13,Not sold yet,Not sold yet,1100000,"195-05 Keno Ave, Hollis, NY 11423",FOR_SALE,2380.0,3,1.5,40.721428,-73.770677
https://www.realtor.com/,4628542389,https://www.realtor.com/realestateandhomes-detail/24-Bayview-Pl_Staten-Island_NY_10304_M46285-42389,2024-06-12,Not sold yet,Not sold yet,599000,"24 Bayview Pl, Staten Island, NY 10304",FOR_SALE,1063.0,4,1,40.634195,-74.083609
https://www.realtor.com/,3460255795,https://www.realtor.com/realestateandhomes-detail/567-Beach-131st-St_Rockaway-Park_NY_11694_M34602-55795,2024-06-26,Not sold yet,Not sold yet,1349000,"567 Beach 131st St, Belle Harbor, NY 11694",FOR_SALE,2255.0,5,2,40.580882,-73.853035
https://www.realtor.com/,3468172653,https://www.realtor.com/realestateandhomes-detail/224-W-262nd-St_Bronx_NY_10471_M34681-72653,2024-07-01,Not sold yet,Not sold yet,819000,"224 W 262nd St, Bronx, NY 10471",FOR_SALE,1436.0,3,1.5,40.910534,-73.8979
https://www.realtor.com/,3677115058,https://www.realtor.com/realestateandhomes-detail/14-Holly-Pl_Staten-Island_NY_10306_M36771-15058,2024-04-10,Not sold yet,Not sold yet,748800,"14 Holly Pl, Staten Island, NY 10306",FOR_SALE,2300.0,3,2.5,40.574167,-74.124027
https://www.realtor.com/,9930591152,https://www.realtor.com/realestateandhomes-detail/92-Monahan-Ave_Staten-Island_NY_10314_M99305-91152,2023-09-29,Not sold yet,Not sold yet,849000,"92 Monahan Ave, Staten Island, NY 10314",FOR_SALE,2078.0,3,3.5,40.588419,-74.149891
https://www.realtor.com/,3505152176,https://www.realtor.com/realestateandhomes-detail/2759-Whitman-Dr_Brooklyn_NY_11234_M35051-52176,2023-11-16,Not sold yet,Not sold yet,3275000,"2759 Whitman Dr, Brooklyn, NY 11234",FOR_SALE,4786.0,5,3,40.604259,-73.911819
